age,gender,income_inr,city,employment_type,work_hours_per_day,commute_minutes,dinners_cooked_per_week,enjoy_cooking,cooking_skill_rating,cooking_challenges,dinner_time_hour,primary_cook,favorite_cuisines,meal_type_pref,non_veg_freq_per_week,dietary_goals,allergies,healthy_importance_rating,track_macros,orders_outside_per_week,spend_outside_per_meal_inr,willing_to_pay_mealkit_inr,payment_mode,priority_taste,priority_price,priority_nutrition,priority_ease_of_cooking,priority_time_to_prepare,priority_health,priority_time_savings,priority_convenience,priority_variety,priority_affordability,subscribe_try,delivery_pref,meals_per_week_subscription,desired_features,continue_service,refer_service,incentive_pref,healthy_brand_association,additional_needs
23,Non-binary,51047,Pune,Consultant,10,18,2,No,1,"Not cost-effective,Grocery hassle,No ideas,Cleaning up,Portioning issues,No skills,Waste of ingredients,Too tired",19.2,Alternates,"Mexican,South Indian,Continental,Thai,Italian,Fusion",Vegan,2,"Weight loss,Muscle gain,Gluten-free,Low-carb","Gluten,Lactose,Soy",4,Never,1,203,150,UPI,5,2,1,4,3,3,1,2,4,5,Maybe,Daily,3,"Easy cooking,App-based tracking,Nutrition labels,Fast delivery",Maybe,Definitely,Free meals,Subway,Reusable packaging
39,Prefer not to say,28818,Bangalore,Part-time,8,7,3,No,3,"Portioning issues,No ideas,Not cost-effective,No time,Grocery hassle,Don't enjoy it,Waste of ingredients",17.0,Self,"Healthy Superfoods,Asian,Mexican,South Indian",Vegetarian,6,"Muscle gain,Low-calorie,High-protein,Gut health,Quick meal-prep,Low-carb","Lactose,Soy",2,Occasionally,2,328,350,Credit Card,4,1,3,2,5,1,5,3,2,4,Unlikely,3x/week,5,"App-based tracking,No cleanup,Customizable,Cancel-anytime",No,Definitely,Discounts,EatFit,More vegan options
24,Male,64111,Pune,Freelancer,9,5,5,No,1,"Portioning issues,No ideas,Don't enjoy it,Cleaning up",19.2,Self,"Mexican,Keto/High-protein,Asian,Thai,Italian,North Indian,Vegan,Fusion",Non-Vegetarian,6,"Muscle gain,Quick meal-prep,Immune boost,Gut health,Low-carb,Diabetes-friendly,High-protein,Low-calorie",Soy,2,Regularly,3,385,200,Debit Card,5,4,1,2,3,5,3,4,1,2,Definitely,Daily,3,"Cancel-anytime,Recipe variety,No cleanup,Loyalty points,Fast delivery,Family plans,Easy cooking",Definitely,Maybe,Free meals,FreshMenu,More vegan options
32,Female,81211,Delhi NCR,Part-time,7,14,2,No,2,"Waste of ingredients,No skills,Not cost-effective,No ideas,Cleaning up,Too tired,Don't enjoy it,Portioning issues",19.5,Partner,"Thai,Chinese,Healthy Superfoods,Keto/High-protein,Mexican",Vegetarian,7,"Muscle gain,Balanced meals,Diabetes-friendly,Gluten-free,High-protein","Lactose,Nuts",1,Regularly,3,341,300,Credit Card,5,1,4,2,3,1,5,3,2,4,Maybe,Weekly batch,1,"Customizable,Recipe variety,Family plans,No cleanup,Loyalty points,Nutrition labels",Definitely,Definitely,Free meals,EatFit,More vegan options
28,Female,71254,Delhi NCR,Student,9,22,4,Only on weekends,2,"Cleaning up,No time,Don't enjoy it,Waste of ingredients,Too tired,Not cost-effective,No ideas,No skills",20.9,Self,"Chinese,Italian,Healthy Superfoods,Mexican,Vegan,Asian,North Indian,Keto/High-protein",Vegan,3,"Balanced meals,Muscle gain,Low-calorie,Gut health,High-protein,Sustainable eating","Nuts,None,Soy",2,Occasionally,5,83,400,Credit Card,3,2,5,1,4,3,5,4,1,2,Maybe,Daily,5,"Easy cooking,No cleanup,Recipe variety,App-based tracking,Cancel-anytime",Definitely,Definitely,Discounts,EatFit,Calorie tracker
33,Female,44791,Hyderabad,Full-time,7,5,7,Only on weekends,3,"Don't enjoy it,No ideas,No skills,Portioning issues,Cleaning up,Waste of ingredients",19.2,Partner,"Continental,Fusion,Asian,Vegan",Vegetarian,7,"Muscle gain,Balanced meals,Diabetes-friendly,High-protein,Gluten-free",Nuts,4,Never,5,392,150,Credit Card,5,3,1,4,2,3,4,2,1,5,Unlikely,Weekly batch,6,"Family plans,No cleanup,Fast delivery,Recipe variety,Customizable",Definitely,Maybe,Free meals,FreshMenu,None
29,Prefer not to say,187710,Bangalore,Student,10,14,4,No,4,"No skills,No time,Don't enjoy it,Not cost-effective,Grocery hassle",18.7,Hired help,"South Indian,Vegan,Thai,Continental",Vegan,3,"Low-carb,Balanced meals,Low-calorie,Muscle gain,Sustainable eating,Immune boost",Gluten,1,Occasionally,2,277,300,Cash,5,2,4,3,1,2,1,3,5,4,Definitely,On-demand,3,"Cancel-anytime,Easy cooking,Loyalty points,Customizable,No cleanup,Nutrition labels,Fast delivery",Maybe,No,Discounts,FreshMenu,More vegan options
18,Non-binary,70927,Mumbai,Freelancer,9,5,3,Only on weekends,5,"Don't enjoy it,Grocery hassle,Not cost-effective,Too tired",20.7,Self,"Vegan,Italian,North Indian,Continental,Asian",Mixed,3,"Diabetes-friendly,Immune boost,Quick meal-prep,Balanced meals,Gut health,Sustainable eating,High-protein,Gluten-free","None,Soy,Eggs",3,Occasionally,0,391,250,Cash,3,5,4,1,2,2,3,4,5,1,Unlikely,Daily,4,"Customizable,No cleanup,Nutrition labels,Family plans",Definitely,Definitely,Free meals,FreshMenu,Calorie tracker
32,Male,81349,Bangalore,Full-time,7,15,4,Only on weekends,3,"Cleaning up,Not cost-effective,Portioning issues,Waste of ingredients,No time,No ideas,No skills",20.0,Self,"Continental,South Indian,Mexican,Healthy Superfoods,Keto/High-protein,Chinese",Vegan,5,"Low-calorie,Diabetes-friendly,Gluten-free,Quick meal-prep,High-protein,Immune boost,Balanced meals,Sustainable eating",Gluten,1,Occasionally,4,183,150,Wallets,2,5,3,4,1,4,5,3,1,2,Definitely,Daily,2,"Easy cooking,Loyalty points,Customizable,Fast delivery,Family plans",Definitely,Definitely,Free meals,EatFit,More vegan options
29,Male,54774,Hyderabad,Homemaker,9,49,3,No,2,"No skills,Cleaning up,Too tired,Not cost-effective,No ideas,Don't enjoy it,Portioning issues,Grocery hassle",19.3,Hired help,"South Indian,Keto/High-protein,North Indian,Italian,Asian,Chinese",Eggetarian,7,"Quick meal-prep,High-protein,Diabetes-friendly,Balanced meals,Low-carb","None,Soy,Gluten",2,Occasionally,7,223,300,Wallets,3,1,4,5,2,5,2,1,4,3,Definitely,Daily,7,"No cleanup,Cancel-anytime,Fast delivery,App-based tracking,Family plans,Recipe variety,Customizable,Easy cooking",Definitely,No,Free meals,EatFit,None
31,Non-binary,33307,Hyderabad,Consultant,7,17,0,No,5,"Grocery hassle,Waste of ingredients,No ideas,Not cost-effective,No time,Cleaning up",19.7,Parent,"Vegan,Thai,South Indian,Keto/High-protein,Healthy Superfoods,Chinese",Mixed,3,"Diabetes-friendly,Low-carb,Quick meal-prep,Low-calorie,Muscle gain,Immune boost",Gluten,3,Never,7,296,150,Cash,1,3,5,4,2,1,5,4,3,2,Unlikely,Daily,6,"Nutrition labels,Customizable,Recipe variety,No cleanup,Easy cooking,Cancel-anytime,App-based tracking",Maybe,Definitely,Not important,Subway,Calorie tracker
32,Non-binary,85989,Mumbai,Part-time,9,5,5,Only on weekends,2,"No ideas,No time,Don't enjoy it,No skills,Waste of ingredients,Too tired,Portioning issues,Cleaning up",20.0,Alternates,"South Indian,Chinese,Thai,Fusion,Continental,Asian",Vegetarian,3,"Balanced meals,Quick meal-prep,High-protein,Sustainable eating,Immune boost,Low-calorie,Gluten-free","Gluten,None",5,Occasionally,1,341,200,Credit Card,3,1,4,2,5,1,5,2,4,3,Maybe,Daily,5,"Customizable,Loyalty points,App-based tracking,Family plans,Fast delivery,Easy cooking,Recipe variety,Cancel-anytime",Definitely,Definitely,Discounts,FreshMenu,More vegan options
28,Male,110450,Delhi NCR,Full-time,8,6,3,Yes,5,"No skills,No time,No ideas,Grocery hassle,Not cost-effective",20.0,Partner,"Continental,Thai,Chinese,South Indian,Fusion,Mexican,North Indian,Keto/High-protein",Non-Vegetarian,6,"High-protein,Sustainable eating,Muscle gain,Diabetes-friendly,Low-carb",Gluten,2,Never,6,258,400,Credit Card,4,1,2,5,3,4,5,3,1,2,Unlikely,On-demand,5,"Family plans,Easy cooking,Fast delivery,App-based tracking,Cancel-anytime,Recipe variety,Loyalty points",Maybe,Maybe,Free meals,FreshMenu,More vegan options
35,Male,59802,Bangalore,Consultant,9,30,6,Yes,4,"Too tired,Portioning issues,Cleaning up,Waste of ingredients,Not cost-effective,No time,Don't enjoy it,No ideas",20.2,Self,"Chinese,Fusion,Mexican,Keto/High-protein,South Indian,Italian,Vegan,North Indian",Vegan,4,"Low-carb,Low-calorie,Gluten-free,Muscle gain","Soy,Nuts,None",3,Occasionally,5,339,350,Credit Card,1,3,4,2,5,5,1,4,3,2,Definitely,Weekly batch,6,"Loyalty points,Family plans,No cleanup,Recipe variety,Customizable,Easy cooking,Nutrition labels",Definitely,Maybe,Free meals,EatFit,More vegan options
28,Male,139287,Hyderabad,Student,10,35,5,No,3,"Not cost-effective,Grocery hassle,Waste of ingredients,Too tired",19.4,Alternates,"Continental,Chinese,Mexican,Keto/High-protein",Non-Vegetarian,2,"Balanced meals,Immune boost,High-protein,Muscle gain,Low-calorie,Low-carb","Eggs,Lactose,Gluten",1,Occasionally,6,495,250,Cash,3,4,1,5,2,3,1,5,2,4,Maybe,Weekly batch,6,"Recipe variety,App-based tracking,Cancel-anytime,Loyalty points,Fast delivery,Nutrition labels,Easy cooking",Definitely,Definitely,Not important,Subway,More vegan options
23,Male,116948,Hyderabad,Freelancer,9,5,6,Only on weekends,1,"Don't enjoy it,No skills,Grocery hassle,No time,Cleaning up,No ideas,Too tired",19.3,Partner,"Mexican,Asian,Italian,Vegan,Keto/High-protein,Thai,Healthy Superfoods,Chinese",Vegetarian,7,"Low-calorie,Sustainable eating,Balanced meals,Muscle gain,Gut health","Gluten,Eggs,None",5,Regularly,7,171,300,Credit Card,1,5,2,3,4,4,5,3,1,2,Unlikely,Weekly batch,1,"Easy cooking,Family plans,Cancel-anytime,Loyalty points",Definitely,Definitely,Free meals,EatFit,None
39,Female,61139,Chennai,Freelancer,11,13,4,Yes,4,"Portioning issues,No time,No ideas,Grocery hassle",21.7,Partner,"Italian,Keto/High-protein,Chinese,Healthy Superfoods,Asian,Mexican,North Indian,Vegan",Non-Vegetarian,1,"Balanced meals,Gluten-free,Weight loss,Low-calorie,Gut health",Eggs,1,Occasionally,0,214,300,Cash,2,4,5,3,1,5,1,2,4,3,Unlikely,Daily,7,"Nutrition labels,Loyalty points,Cancel-anytime,Easy cooking",Maybe,No,Discounts,None,None
33,Female,76819,Delhi NCR,Homemaker,8,15,7,Yes,3,"No skills,Don't enjoy it,Grocery hassle,Not cost-effective,No ideas,Portioning issues",20.8,Alternates,"Keto/High-protein,Italian,Asian,Continental,North Indian",Non-Vegetarian,3,"Gut health,Gluten-free,Immune boost,Low-calorie,Quick meal-prep,Weight loss",Soy,1,Regularly,0,369,300,UPI,3,2,1,5,4,2,3,5,1,4,Maybe,3x/week,1,"Customizable,App-based tracking,Loyalty points,Family plans,No cleanup,Easy cooking",Definitely,Definitely,Not important,Subway,None
38,Male,91131,Hyderabad,Homemaker,9,120,2,No,1,"No skills,Too tired,Waste of ingredients,No ideas",21.0,Parent,"Keto/High-protein,Vegan,Chinese,Continental,Italian,Asian,Fusion,Healthy Superfoods",Mixed,7,"Sustainable eating,Immune boost,Balanced meals,Gluten-free,Gut health,High-protein","Nuts,Eggs,Gluten",5,Occasionally,6,262,300,Cash,4,1,2,5,3,2,4,5,1,3,Maybe,Weekly batch,4,"Customizable,Family plans,Recipe variety,App-based tracking,Nutrition labels",Definitely,Definitely,Not important,None,More vegan options
38,Male,124739,Delhi NCR,Consultant,10,46,2,Only on weekends,5,"Cleaning up,No time,Waste of ingredients,Too tired,No skills,No ideas,Portioning issues,Grocery hassle",19.8,Partner,"Vegan,Asian,South Indian,Keto/High-protein,Continental",Vegan,2,"Muscle gain,Low-carb,High-protein,Diabetes-friendly,Low-calorie",None,5,Regularly,5,345,400,Cash,5,1,2,4,3,3,4,2,1,5,Definitely,Weekly batch,4,"Cancel-anytime,App-based tracking,Fast delivery,Nutrition labels,Easy cooking,Recipe variety",Definitely,No,Not important,None,Reusable packaging
24,Male,42976,Other,Student,8,9,1,No,1,"Portioning issues,Grocery hassle,No ideas,No time",19.9,Self,"Thai,North Indian,Italian,Healthy Superfoods,Fusion",Eggetarian,0,"Gut health,Balanced meals,Gluten-free,Immune boost","Lactose,Gluten,Soy",1,Never,4,317,150,Debit Card,3,5,4,1,2,2,3,5,4,1,Definitely,Daily,3,"App-based tracking,Family plans,Loyalty points,Fast delivery,Easy cooking,No cleanup,Customizable",Definitely,Maybe,Free meals,EatFit,More vegan options
36,Non-binary,85348,Bangalore,Homemaker,9,5,1,Yes,3,"Grocery hassle,Portioning issues,Too tired,Not cost-effective",19.7,Self,"Keto/High-protein,Vegan,Fusion,Continental,Italian,Chinese",Non-Vegetarian,7,"Sustainable eating,Weight loss,Muscle gain,High-protein,Gluten-free,Quick meal-prep,Immune boost","Lactose,None,Nuts",1,Occasionally,3,360,200,Debit Card,5,4,2,3,1,3,5,1,2,4,Maybe,Daily,2,"Nutrition labels,Customizable,Loyalty points,Recipe variety,Fast delivery,Easy cooking,Cancel-anytime,No cleanup",Maybe,No,Free meals,Subway,Reusable packaging
27,Male,139341,Delhi NCR,Student,9,27,5,Yes,3,"Cleaning up,Not cost-effective,Don't enjoy it,No ideas,Waste of ingredients,Portioning issues,Too tired,No time",20.3,Alternates,"Chinese,Keto/High-protein,North Indian,South Indian,Asian,Thai",Mixed,5,"Balanced meals,Muscle gain,Quick meal-prep,Gluten-free,Low-calorie,Low-carb,High-protein,Gut health",Lactose,5,Never,6,179,400,Wallets,5,4,3,1,2,2,4,5,3,1,Unlikely,Weekly batch,7,"Customizable,App-based tracking,Loyalty points,Cancel-anytime",Definitely,No,Free meals,Subway,Calorie tracker
25,Male,95964,Hyderabad,Freelancer,8,5,2,Only on weekends,5,"No time,No ideas,Not cost-effective,Grocery hassle,Too tired,Portioning issues",20.9,Parent,"Healthy Superfoods,North Indian,Continental,Keto/High-protein,Fusion,South Indian",Vegetarian,7,"Diabetes-friendly,Low-carb,Low-calorie,Immune boost,Sustainable eating,Gut health","None,Gluten",2,Occasionally,2,310,200,Credit Card,3,1,4,2,5,3,5,1,4,2,Maybe,On-demand,2,"Nutrition labels,Cancel-anytime,No cleanup,Easy cooking",Definitely,Maybe,Not important,Subway,Reusable packaging
35,Prefer not to say,88044,Mumbai,Student,11,0,2,No,5,"Cleaning up,Not cost-effective,Grocery hassle,Don't enjoy it",19.2,Self,"North Indian,Mexican,Thai,Chinese",Vegetarian,3,"Low-calorie,Low-carb,Gut health,Balanced meals,Quick meal-prep,High-protein",Nuts,3,Never,1,295,150,Wallets,1,2,3,5,4,3,4,1,2,5,Definitely,On-demand,6,"Family plans,No cleanup,Fast delivery,Nutrition labels,Customizable",Maybe,Definitely,Free meals,None,None
27,Prefer not to say,149208,Bangalore,Student,10,10,6,Only on weekends,3,"Grocery hassle,No time,Portioning issues,Too tired,Cleaning up",21.0,Hired help,"Keto/High-protein,Thai,Vegan,South Indian,Mexican,Healthy Superfoods,North Indian,Asian",Vegan,5,"Gluten-free,Diabetes-friendly,Weight loss,Muscle gain,Sustainable eating","Nuts,Eggs,Gluten",5,Never,1,181,150,Credit Card,5,1,4,3,2,4,3,1,2,5,Maybe,Daily,1,"Fast delivery,Recipe variety,App-based tracking,Loyalty points,Customizable,Cancel-anytime,Nutrition labels,Family plans",Definitely,Maybe,Free meals,Subway,Reusable packaging
34,Prefer not to say,194458,Hyderabad,Part-time,8,50,4,Yes,1,"No time,Grocery hassle,Don't enjoy it,No ideas,Not cost-effective,Cleaning up",21.8,Partner,"Continental,Healthy Superfoods,Thai,South Indian,Chinese,Keto/High-protein,North Indian,Italian",Mixed,7,"Sustainable eating,Immune boost,Gut health,Balanced meals,High-protein,Muscle gain,Gluten-free,Diabetes-friendly","None,Eggs,Soy",1,Occasionally,5,251,150,Wallets,1,3,4,2,5,2,1,3,5,4,Maybe,Daily,1,"Nutrition labels,App-based tracking,Family plans,Easy cooking,No cleanup,Cancel-anytime",Maybe,Maybe,Discounts,Epigamia,More vegan options
36,Prefer not to say,85363,Bangalore,Consultant,6,43,2,Yes,2,"Waste of ingredients,Cleaning up,No skills,Portioning issues,Too tired,Don't enjoy it,No ideas",19.1,Partner,"South Indian,Italian,Fusion,Mexican,Vegan,Chinese",Eggetarian,2,"Muscle gain,Gluten-free,Low-calorie,Weight loss,Gut health,Quick meal-prep,Sustainable eating","Eggs,None",5,Regularly,2,290,400,UPI,4,3,1,5,2,4,5,1,2,3,Maybe,Weekly batch,7,"App-based tracking,Loyalty points,Cancel-anytime,Fast delivery,Recipe variety,Easy cooking",Definitely,Maybe,Discounts,Subway,None
31,Male,48761,Mumbai,Full-time,8,19,4,Only on weekends,4,"No skills,Grocery hassle,No time,Waste of ingredients,Too tired,Cleaning up",20.4,Partner,"Italian,North Indian,Healthy Superfoods,Fusion,Keto/High-protein,Chinese,Asian",Eggetarian,0,"Weight loss,Quick meal-prep,High-protein,Sustainable eating,Diabetes-friendly,Low-carb,Balanced meals",None,4,Regularly,2,461,400,Cash,5,2,3,4,1,5,3,4,1,2,Unlikely,Daily,2,"Loyalty points,Customizable,Cancel-anytime,Easy cooking",Definitely,Maybe,Not important,FreshMenu,None
32,Non-binary,70182,Pune,Student,9,35,7,No,4,"Don't enjoy it,Not cost-effective,Grocery hassle,No ideas,Too tired",21.3,Self,"Thai,Mexican,Keto/High-protein,Asian,Chinese,Fusion,Continental",Vegan,6,"Balanced meals,Immune boost,Sustainable eating,Diabetes-friendly,Quick meal-prep,High-protein,Gut health","Soy,Gluten",2,Regularly,2,317,300,Wallets,3,4,2,5,1,2,4,1,3,5,Maybe,On-demand,6,"Nutrition labels,Recipe variety,Fast delivery,Cancel-anytime",Definitely,Maybe,Free meals,None,Reusable packaging
31,Male,49599,Delhi NCR,Freelancer,10,5,5,Only on weekends,3,"Cleaning up,No skills,Don't enjoy it,No time,Not cost-effective,Waste of ingredients,Too tired,No ideas",21.4,Alternates,"Vegan,Continental,Asian,Mexican,Fusion,North Indian,Healthy Superfoods",Eggetarian,4,"Gluten-free,Balanced meals,Diabetes-friendly,Low-calorie,High-protein","Eggs,Lactose,None",3,Regularly,1,293,150,Debit Card,3,1,2,5,4,3,2,4,5,1,Maybe,Weekly batch,4,"App-based tracking,No cleanup,Cancel-anytime,Loyalty points,Family plans",Maybe,Definitely,Discounts,FreshMenu,Reusable packaging
33,Male,70772,Delhi NCR,Consultant,10,50,2,No,4,"Not cost-effective,No skills,No time,Portioning issues,No ideas",19.4,Partner,"Chinese,Mexican,Thai,Fusion,Italian,North Indian,Keto/High-protein,Vegan",Vegan,4,"Sustainable eating,Weight loss,Diabetes-friendly,High-protein","None,Soy,Nuts",3,Never,7,146,200,Debit Card,3,2,5,4,1,2,4,3,1,5,Maybe,Weekly batch,4,"Recipe variety,App-based tracking,Customizable,No cleanup",Definitely,Definitely,Free meals,Epigamia,None
25,Male,84510,Bangalore,Student,11,23,3,Only on weekends,5,"Portioning issues,Waste of ingredients,No ideas,Cleaning up,Not cost-effective",19.5,Self,"Chinese,South Indian,Continental,Fusion",Mixed,2,"Quick meal-prep,Muscle gain,Low-carb,Balanced meals,Diabetes-friendly,Gut health,Sustainable eating,Weight loss","Soy,None",3,Occasionally,0,329,200,Credit Card,5,3,4,1,2,3,2,4,5,1,Unlikely,Daily,2,"Recipe variety,Nutrition labels,No cleanup,Family plans",Definitely,Definitely,Not important,None,Calorie tracker
29,Male,95168,Other,Freelancer,8,26,1,Only on weekends,5,"No skills,Waste of ingredients,Cleaning up,Not cost-effective,Too tired",20.1,Hired help,"Italian,Chinese,Thai,Continental,Mexican",Non-Vegetarian,3,"Low-calorie,Gluten-free,Gut health,Weight loss,Quick meal-prep,Immune boost,High-protein,Balanced meals",Nuts,1,Never,6,221,400,Debit Card,3,5,2,4,1,1,2,4,3,5,Definitely,Daily,4,"Recipe variety,App-based tracking,Loyalty points,Fast delivery,Easy cooking",Definitely,Maybe,Not important,EatFit,More vegan options
25,Female,123665,Hyderabad,Part-time,7,16,3,Only on weekends,2,"No skills,Too tired,No time,Not cost-effective",19.6,Partner,"North Indian,Chinese,Asian,Healthy Superfoods,Keto/High-protein,Fusion,South Indian",Vegan,7,"Sustainable eating,Diabetes-friendly,Weight loss,Gluten-free,Balanced meals","Nuts,Soy,None",5,Never,3,356,400,UPI,1,5,3,2,4,5,1,3,4,2,Definitely,Weekly batch,5,"Recipe variety,Nutrition labels,Fast delivery,Loyalty points,App-based tracking",Definitely,Definitely,Free meals,EatFit,More vegan options
38,Prefer not to say,110819,Mumbai,Homemaker,8,13,3,Yes,3,"No ideas,No time,Portioning issues,Don't enjoy it,Cleaning up,Grocery hassle,Waste of ingredients,Not cost-effective",18.9,Parent,"South Indian,Fusion,Vegan,Keto/High-protein,Continental,Asian,Healthy Superfoods",Mixed,1,"Sustainable eating,Gluten-free,Muscle gain,Weight loss",Soy,3,Never,4,190,300,Cash,2,1,3,5,4,4,2,3,1,5,Definitely,Weekly batch,5,"Fast delivery,Easy cooking,App-based tracking,Family plans,Loyalty points,Cancel-anytime,Customizable",Definitely,Definitely,Discounts,EatFit,More vegan options
25,Prefer not to say,52792,Hyderabad,Freelancer,10,24,3,No,4,"Cleaning up,Portioning issues,No skills,Grocery hassle,Not cost-effective,Don't enjoy it,No time,Waste of ingredients",20.1,Parent,"Healthy Superfoods,Continental,South Indian,Asian,Keto/High-protein,Chinese",Vegan,5,"Sustainable eating,Gluten-free,Low-calorie,Low-carb,Quick meal-prep,Immune boost,Gut health,Weight loss","Gluten,Eggs,Lactose",5,Never,4,356,250,Wallets,2,3,1,5,4,1,2,5,4,3,Maybe,Daily,4,"Cancel-anytime,Recipe variety,No cleanup,Fast delivery,Easy cooking,App-based tracking",Definitely,Definitely,Free meals,EatFit,None
28,Prefer not to say,85645,Chennai,Consultant,8,19,2,Yes,4,"Not cost-effective,No ideas,Cleaning up,No skills,Waste of ingredients,No time,Too tired",21.2,Alternates,"Mexican,South Indian,Thai,Continental",Vegetarian,5,"Gut health,Weight loss,Gluten-free,Low-calorie,Balanced meals,Muscle gain",Lactose,5,Occasionally,2,304,400,Credit Card,3,5,2,4,1,3,4,2,5,1,Unlikely,Weekly batch,2,"Cancel-anytime,No cleanup,Fast delivery,Family plans,Customizable",Maybe,Definitely,Not important,FreshMenu,More vegan options
33,Female,67757,Other,Freelancer,11,5,4,No,3,"Don't enjoy it,Grocery hassle,Cleaning up,No skills,Waste of ingredients,Too tired,Not cost-effective,No ideas",19.9,Hired help,"Italian,Asian,South Indian,Thai,Keto/High-protein",Mixed,1,"Quick meal-prep,Low-calorie,Muscle gain,Balanced meals,Diabetes-friendly","None,Nuts,Gluten",4,Regularly,6,306,200,Wallets,3,4,1,2,5,5,2,4,1,3,Definitely,On-demand,5,"Family plans,Loyalty points,Cancel-anytime,No cleanup,Fast delivery,Customizable,Easy cooking",Definitely,Maybe,Discounts,None,Reusable packaging
47,Female,92792,Other,Homemaker,5,12,4,Yes,2,"No time,No skills,Waste of ingredients,Grocery hassle",19.5,Partner,"Chinese,Keto/High-protein,Mexican,Asian,Italian,South Indian,Vegan,Fusion",Eggetarian,2,"Gluten-free,Muscle gain,Sustainable eating,Weight loss,Immune boost,Low-carb","Eggs,Gluten",1,Never,7,252,300,UPI,5,3,4,1,2,3,1,4,5,2,Maybe,On-demand,7,"Nutrition labels,Recipe variety,App-based tracking,Fast delivery",Definitely,Definitely,Free meals,Subway,More vegan options
21,Non-binary,115463,Bangalore,Freelancer,6,5,7,Only on weekends,2,"Waste of ingredients,Portioning issues,Not cost-effective,Cleaning up,No time,Don't enjoy it,Too tired",20.0,Partner,"Chinese,Mexican,Continental,North Indian,Italian,Vegan",Non-Vegetarian,4,"Balanced meals,Quick meal-prep,Low-carb,Gut health,Immune boost,Muscle gain","Soy,Eggs,Nuts",3,Never,5,324,250,Credit Card,3,1,2,4,5,2,3,5,1,4,Unlikely,3x/week,3,"Customizable,Recipe variety,Easy cooking,Cancel-anytime,Loyalty points,Nutrition labels",Definitely,Definitely,Discounts,EatFit,None
31,Non-binary,45801,Bangalore,Student,9,5,4,Yes,2,"Grocery hassle,Don't enjoy it,No skills,No ideas,Too tired,Cleaning up",21.9,Self,"Vegan,Continental,Italian,Thai,Mexican,Healthy Superfoods",Vegetarian,1,"Immune boost,Balanced meals,Quick meal-prep,Sustainable eating,Low-carb,Muscle gain,Weight loss",Lactose,3,Never,5,262,150,UPI,1,4,5,3,2,1,5,3,2,4,Definitely,3x/week,5,"Family plans,Easy cooking,Fast delivery,Nutrition labels,Customizable,Cancel-anytime,Loyalty points",Definitely,Maybe,Not important,None,None
38,Female,112611,Mumbai,Homemaker,8,20,2,No,5,"Portioning issues,Too tired,Don't enjoy it,No ideas,No skills,Cleaning up",20.3,Hired help,"North Indian,Healthy Superfoods,Asian,Continental,Thai",Eggetarian,3,"Sustainable eating,Low-calorie,Muscle gain,Low-carb",Nuts,5,Occasionally,3,363,200,Wallets,2,4,1,3,5,3,4,2,1,5,Unlikely,Weekly batch,6,"App-based tracking,No cleanup,Family plans,Recipe variety",Definitely,Maybe,Free meals,Epigamia,Calorie tracker
36,Non-binary,97967,Mumbai,Part-time,8,14,6,No,3,"Portioning issues,No time,Cleaning up,No skills",20.7,Self,"Mexican,Italian,North Indian,Fusion,Thai",Eggetarian,0,"Muscle gain,Sustainable eating,Low-calorie,Low-carb,Immune boost","Nuts,Soy,Lactose",4,Occasionally,4,316,250,UPI,3,4,5,1,2,1,5,3,4,2,Definitely,3x/week,3,"Easy cooking,App-based tracking,Family plans,Customizable,No cleanup",Definitely,Maybe,Not important,Epigamia,Reusable packaging
29,Female,101870,Mumbai,Student,9,5,3,No,3,"Not cost-effective,Too tired,Portioning issues,Cleaning up,No ideas,No skills",19.2,Parent,"Asian,Chinese,Thai,Keto/High-protein,Continental,Italian,Fusion,Mexican",Eggetarian,1,"Gluten-free,Diabetes-friendly,Muscle gain,Weight loss,Gut health,Balanced meals,Sustainable eating,Low-carb",Gluten,3,Never,5,338,300,Wallets,3,4,5,2,1,3,2,5,1,4,Maybe,Weekly batch,2,"Cancel-anytime,Recipe variety,Fast delivery,No cleanup,Nutrition labels,Family plans,Loyalty points",Maybe,Definitely,Free meals,EatFit,Reusable packaging
40,Male,108371,Pune,Homemaker,10,38,5,Only on weekends,5,"Portioning issues,Not cost-effective,No skills,Waste of ingredients,Cleaning up,Don't enjoy it,No time,No ideas",20.6,Alternates,"Chinese,Vegan,Keto/High-protein,Thai,North Indian",Vegan,7,"Gut health,High-protein,Diabetes-friendly,Low-calorie,Muscle gain,Immune boost,Gluten-free",Lactose,2,Never,3,282,300,Wallets,3,2,4,1,5,4,5,3,2,1,Maybe,3x/week,5,"App-based tracking,Family plans,Fast delivery,Recipe variety",Maybe,Maybe,Free meals,None,More vegan options
28,Male,79522,Delhi NCR,Homemaker,11,5,6,Only on weekends,1,"Too tired,Don't enjoy it,No time,No skills",17.8,Parent,"Continental,Asian,Thai,Italian,Fusion,Healthy Superfoods,Mexican,Chinese",Non-Vegetarian,1,"Low-calorie,Gut health,Immune boost,Balanced meals,High-protein","Lactose,Soy",5,Never,7,398,400,Credit Card,1,4,2,3,5,1,5,2,3,4,Maybe,Daily,6,"Family plans,Nutrition labels,Customizable,App-based tracking",Maybe,Definitely,Discounts,Subway,None
